Fecha,Departamento,Municipio,Dia,Hora,Barrio,Zona,Clase_de_sitio,Arma_empleada,Movil_Agresor,Movil_Victima,Edad,Sexo,Estado_civil,Pais_nacimiento,Clase_de_empleado,Profesion,Escolaridad,Codigo_DANE,Cantidad
02/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,5:49:00,LISBOA E-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
02/02/2018 12:00:00 AM,CUNDINAMARCA,CHOACHÍ,Viernes,21:30:00,VER. SAN FRANCISCO,RURAL,FINCAS Y SIMILARES,COMBUSTIBLE,A PIE,A PIE,68,MASCULINO,SOLTERO,COLOMBIA,GANADERO,-,SECUNDARIA,25181000,1
02/02/2018 12:00:00 AM,NARIÑO,IPIALES,Viernes,12:00:00,VEREDA PUENTE NUEVO LAS MINAS,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,PASAJERO VEHICULO,52,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,52356000,1
02/02/2018 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,6:35:00,BARRIO LOS ALPES,URBANA,CANCHA DE FUTBOL,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,54001000,1
02/02/2018 12:00:00 AM,NORTE DE SANTANDER,OCAÑA,Viernes,15:50:00,BARRIO LA GLORIA,URBANA,FRENTE CENTRO COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,55,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,54498000,1
02/02/2018 12:00:00 AM,PUTUMAYO,MOCOA (CT),Viernes,4:10:00,INDEPENDENCIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,86001000,1
02/02/2018 12:00:00 AM,VALLE,BUENAVENTURA,Viernes,5:58:00,PORVENIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76109000,1
02/02/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,23:25:00,SAN LUIS E6,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,12,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,1
02/02/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,19:04:00,LOURDES E18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
02/02/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,3:43:00,VALLADO E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
02/02/2018 12:00:00 AM,VALLE,CALI (CT),Viernes,20:27:00,SECTOR PUENTE DEL COMERCIO E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,76001000,1
02/02/2018 12:00:00 AM,VALLE,GUACARÍ,Viernes,20:35:00,EL LIMONAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76318000,1
03/02/2018 12:00:00 AM,ANTIOQUIA,BETANIA,Sábado,20:30:00,SAN LUIS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,5091000,1
03/02/2018 12:00:00 AM,ANTIOQUIA,CÁCERES,Sábado,16:49:00,PIAMONTE,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5120000,1
03/02/2018 12:00:00 AM,ANTIOQUIA,CALDAS,Sábado,6:30:00,LA PLAYITA,URBANA,LOCAL COMERCIAL,CONTUNDENTES,A PIE,A PIE,24,FEMENINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,5129000,1
03/02/2018 12:00:00 AM,ANTIOQUIA,CAMPAMENTO,Sábado,8:00:00,EL BARCINO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,5134000,1
03/02/2018 12:00:00 AM,ANTIOQUIA,EL CARMEN DE VIBORAL,Sábado,14:20:00,DON BERNA,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,MASCULINO,VIUDO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5148000,1
03/02/2018 12:00:00 AM,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Sábado,23:00:00,PEDREGAL,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5042000,1
03/02/2018 12:00:00 AM,ANTIOQUIA,VALDIVIA,Sábado,6:00:00,PESCADO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5854000,1
03/02/2018 12:00:00 AM,ARAUCA,SARAVENA,Sábado,6:00:00,VEREDA LA ISLA DEL CHARO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,81736000,1
03/02/2018 12:00:00 AM,ATLÁNTICO,SOLEDAD,Sábado,8:40:00,VILLA MUVDI,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,58,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,8758000,1
03/02/2018 12:00:00 AM,ATLÁNTICO,SOLEDAD,Sábado,10:10:00,EL HIPODROMO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,68,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,8758000,1
03/02/2018 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Sábado,18:05:00,FREDONIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,49,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,13001000,1
03/02/2018 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Sábado,9:30:00,EL COLISEO,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,-,SECUNDARIA,18753000,1
03/02/2018 12:00:00 AM,CAUCA,BALBOA,Sábado,14:30:00,Vda Capitanes,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19075000,1
03/02/2018 12:00:00 AM,CAUCA,GUACHENÉ,Sábado,22:05:00,JORGE ELIECER GAITAN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,19300000,1
03/02/2018 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,Sábado,21:40:00,VDA ALEGRIAS,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,52,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19698000,1
03/02/2018 12:00:00 AM,CESAR,BOSCONIA,Sábado,3:30:00,18 DE FEBRERO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,20060000,1
03/02/2018 12:00:00 AM,CESAR,BOSCONIA,Sábado,3:30:00,18 DE FEBRERO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,20060000,1
03/02/2018 12:00:00 AM,CESAR,BOSCONIA,Sábado,3:30:00,18 DE FEBRERO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,20060000,1
03/02/2018 12:00:00 AM,CÓRDOBA,MONTELÍBANO,Sábado,19:15:00,EL PORVENIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,23466000,1
03/02/2018 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Sábado,14:50:00,ALFONSO LOPEZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23001000,1
03/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,21:00:00,DIANA TURBAY E-18,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
03/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,21:00:00,DIANA TURBAY E-18,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,11001000,1
03/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,21:20:00,EL RAMAJAL E-4,URBANA,BOSQUES,CUERDA/SOGA/CADENA,A PIE,A PIE,32,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,-,SECUNDARIA,11001000,1
03/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:50:00,LOS ALPES E-19,RURAL,BOSQUES,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
03/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:04:00,CANDELARIA III-IV E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,LICENCIADO,SUPERIOR,11001000,1
03/02/2018 12:00:00 AM,CUNDINAMARCA,GUADUAS,Sábado,18:50:00,INS. PUERTO BOGOTA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,25320000,1
03/02/2018 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),Sábado,13:41:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,47001000,1
03/02/2018 12:00:00 AM,META,VILLAVICENCIO (CT),Sábado,13:20:00,VILLA JULIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,-,SECUNDARIA,50001000,1
03/02/2018 12:00:00 AM,RISARALDA,DOSQUEBRADAS,Sábado,7:15:00,BARRO BLANCO,URBANA,LOTE BALDIO,CINTAS/CINTURON,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,66170000,1
03/02/2018 12:00:00 AM,RISARALDA,MISTRATÓ,Sábado,18:05:00,VEREDA EL TERRERO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,FEMENINO,UNION LIBRE,COLOMBIA,ETNIA INDIGENA,-,PRIMARIA,66456000,1
03/02/2018 12:00:00 AM,TOLIMA,MARIQUITA,Sábado,14:00:00,MUTIZ,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,73443000,2
03/02/2018 12:00:00 AM,VALLE,CALI (CT),Sábado,21:10:00,BELEN E20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
03/02/2018 12:00:00 AM,VALLE,CALI (CT),Sábado,17:39:00,LAUREANO GOMEZ E15,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
03/02/2018 12:00:00 AM,VALLE,PALMIRA,Sábado,22:50:00,POBLADO DE LOURDES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76520000,1
03/02/2018 12:00:00 AM,VALLE,PALMIRA,Sábado,6:31:00,CORREGIMIENTO TIENDA NUEVA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76520000,1
03/02/2018 12:00:00 AM,VALLE,YUMBO,Sábado,21:10:00,FLORAL E25,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,76892000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,ANORÍ,Domingo,2:10:00,PARQUE PRINCIPAL,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5040000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,ITUANGO,Domingo,16:20:00,MARIA AUXILIADORA,URBANA,CASAS DE HABITACION,GRANADA DE MANO,A PIE,A PIE,3,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,5361000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,LA CEJA,Domingo,1:00:00,EL PALMAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5376000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,LA ESTRELLA,Domingo,2:35:00,VDA. SIERRA MORENA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,5380000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,MACEO,Domingo,1:00:00,LA UNION,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,5425000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,MACEO,Domingo,1:00:00,LA UNION,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,5425000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Domingo,16:30:00,LA CANDELARIA C-10,URBANA,SOBRE ANDEN - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,64,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,5001000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Domingo,14:48:00,VDA. EL PICACHO S.C.,RURAL,POTREROS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5001000,1
04/02/2018 12:00:00 AM,ANTIOQUIA,TURBO,Domingo,22:50:00,LAS DELICIAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5837000,1
04/02/2018 12:00:00 AM,ATLÁNTICO,SANTO TOMÁS,Domingo,3:10:00,LA PLAZA,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,8685000,1
04/02/2018 12:00:00 AM,ATLÁNTICO,SOLEDAD,Domingo,18:30:00,VILLA ADELA I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,51,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,8758000,1
04/02/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Domingo,7:35:00,SAMARIA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,17001000,1
04/02/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Domingo,1:47:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,17001000,1
04/02/2018 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Domingo,21:00:00,VDA. LA SOMBRA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,18753000,1
04/02/2018 12:00:00 AM,CAUCA,ALMAGUER,Domingo,0:00:00,VDA LA HERRADURA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19022000,1
04/02/2018 12:00:00 AM,CAUCA,ALMAGUER,Domingo,0:00:00,VDA LA HERRADURA,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19022000,1
04/02/2018 12:00:00 AM,CAUCA,CALDONO,Domingo,1:25:00,Centro,URBANA,DISCOTECAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19137000,1
04/02/2018 12:00:00 AM,CAUCA,INZÁ,Domingo,20:16:00,C/MIENTO SAN MIGUEL,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,63,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,-,PRIMARIA,19355000,1
04/02/2018 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,Domingo,19:44:00,VDA BAJO DE SAN FRANCISCO,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19698000,1
04/02/2018 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,Domingo,13:44:00,MORALES DUQUE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,55,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,SECUNDARIA,19698000,1
04/02/2018 12:00:00 AM,CESAR,CURUMANÍ,Domingo,11:00:00,VEREDA,RURAL,TROCHA,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,20228000,1
04/02/2018 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Domingo,0:20:00,LAS MARGARITAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,27001000,1
04/02/2018 12:00:00 AM,CÓRDOBA,LORICA,Domingo,17:17:00,LA VICTORIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,23417000,1
04/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:00:00,EL RUBI I SECTOR E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
04/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,12:00:00,EL MOCHUELO ORIENTAL E-19,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
04/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:50:00,SAN JORGE E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
04/02/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,1:10:00,TIBABITA E-1,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
04/02/2018 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Domingo,5:50:00,LOS CARDONALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR TAXI,17,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,44001000,1
04/02/2018 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Domingo,5:50:00,LOS CARDONALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR TAXI,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44001000,1
04/02/2018 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Domingo,7:50:00,CAMILO TORRES,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,VENEZUELA,INDEPENDIENTE,-,PRIMARIA,44001000,1
04/02/2018 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Domingo,7:50:00,CORREGIMIENTO DE CAMARONES,RURAL,RANCHERIA,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,-,INDEPENDIENTE,-,PRIMARIA,44001000,1
04/02/2018 12:00:00 AM,HUILA,NEIVA (CT),Domingo,22:00:00,SANTA ISABEL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,PRIMARIA,41001000,1
04/02/2018 12:00:00 AM,MAGDALENA,ZONA BANANERA,Domingo,7:15:00,CORREGIMIENTO VARELA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,VENEZUELA,EMPLEADO PARTICULAR,-,PRIMARIA,47980000,1
04/02/2018 12:00:00 AM,META,MESETAS,Domingo,23:15:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SEPARADO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,50330000,1
04/02/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Domingo,7:00:00,VDA TANGAREAL,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52835000,1
04/02/2018 12:00:00 AM,NARIÑO,TÚQUERRES,Domingo,4:00:00,VDA LA JARDINERA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,ETNIA INDIGENA,-,PRIMARIA,52838000,1
04/02/2018 12:00:00 AM,NORTE DE SANTANDER,TIBÚ,Domingo,19:30:00,CORREGIMIENTO LA GABARRA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,54810000,1
04/02/2018 12:00:00 AM,QUINDÍO,ARMENIA (CT),Domingo,1:10:00,LAS COLINAS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,63001000,1
04/02/2018 12:00:00 AM,QUINDÍO,LA TEBAIDA,Domingo,2:20:00,CIUDAD JARDIN,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,63401000,1
04/02/2018 12:00:00 AM,SANTANDER,BARRANCABERMEJA,Domingo,0:00:00,INV. 22 DE MARZO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,POLICIAS,TECNICO,68081000,1
04/02/2018 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Domingo,22:00:00,JOSE MARIA CORDOBA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,68001000,1
04/02/2018 12:00:00 AM,SANTANDER,PIEDECUESTA,Domingo,20:20:00,PAISANDU,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,PRIMARIA,68547000,1
