Fecha,Departamento,Municipio,Dia,Hora,Barrio,Zona,Clase_de_sitio,Arma_empleada,Movil_Agresor,Movil_Victima,Edad,Sexo,Estado_civil,Pais_nacimiento,Clase_de_empleado,Profesion,Escolaridad,Codigo_DANE,Cantidad
01/01/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Lunes,9:45:00,ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,MASCULINO,SOLTERO,BRASIL,EMPLEADO PARTICULAR,-,SECUNDARIA,91001000,1
01/01/2018 12:00:00 AM,AMAZONAS,LETICIA (CT),Lunes,9:45:00,ESPERANZA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,BRASIL,EMPLEADO PARTICULAR,-,SECUNDARIA,91001000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,8:30:00,ALTO DEL CEDRON,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5034000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,ANDES,Lunes,2:30:00,PARQUE PRINCIPAL,RURAL,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,PRIMARIA,5034000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,ANORÍ,Lunes,3:30:00,TENCHE,RURAL,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5040000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,ANORÍ,Lunes,7:40:00,LA GUACAMAYA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,56,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5040000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,ANORÍ,Lunes,5:35:00,PARQUE PRINCIPAL,URBANA,"BARES, CANTINAS Y SIMILARES",ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5040000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,CAUCASIA,Lunes,0:01:00,EL BOSQUE,URBANA,TRAMO DE VIA,CONTUNDENTES,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5154000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,HISPANIA,Lunes,18:30:00,LA CANCHA,URBANA,ESTABLECIMIENTO PUBLICO,ARMA DE FUEGO,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNOLOGO  EN INGENIERIA DE SISTEMAS,TECNOLOGO,5353000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,ITAGUI,Lunes,2:45:00,SANTA MARIA # 2,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,5360000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,21:28:00,VDA. SAN JOSE S.A.P.,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,21,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,10:39:00,POPULAR 1 C-1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,TURBO,Lunes,13:00:00,CGTO. EL DOS,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,5837000,1
01/01/2018 12:00:00 AM,ANTIOQUIA,VEGACHÍ,Lunes,22:50:00,LA GALLINERA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5858000,1
01/01/2018 12:00:00 AM,ATLÁNTICO,CANDELARIA,Lunes,5:00:00,EL CARMEN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,8141000,1
01/01/2018 12:00:00 AM,ATLÁNTICO,SOLEDAD,Lunes,1:00:00,CIUDAD PARAISO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,46,FEMENINO,SOLTERO,COLOMBIA,AMA DE CASA,-,PRIMARIA,8758000,1
01/01/2018 12:00:00 AM,ATLÁNTICO,SOLEDAD,Lunes,6:45:00,LOS CEDROS,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,TECNICO,8758000,1
01/01/2018 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Lunes,11:30:00,TORICES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,1
01/01/2018 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Lunes,1:30:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,13001000,1
01/01/2018 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Lunes,0:10:00,LA BOQUILLA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,13001000,1
01/01/2018 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Lunes,2:20:00,NELSON MANDELA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,13001000,1
01/01/2018 12:00:00 AM,BOLÍVAR,EL CARMEN DE BOLÍVAR,Lunes,1:40:00,SECTOR EL PARAMO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,13244000,1
01/01/2018 12:00:00 AM,BOYACÁ,SOGAMOSO,Lunes,3:45:00,EL RECREO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,INGENIERÍA INDUSTRIAL,SUPERIOR,15759000,1
01/01/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Lunes,4:00:00,BARRIO SAN JOSE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,17001000,1
01/01/2018 12:00:00 AM,CASANARE,SAN LUIS DE PALENQUE,Lunes,8:30:00,INSP. MIRAMAR DEL GUANAPALO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,85325000,1
01/01/2018 12:00:00 AM,CAUCA,EL TAMBO,Lunes,1:30:00,VDA CHISQUIO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,19256000,1
01/01/2018 12:00:00 AM,CAUCA,PAEZ,Lunes,11:30:00,Cacerio Villa del Prado Rio Chiquito,RURAL,CARRETERA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,19517000,1
01/01/2018 12:00:00 AM,CAUCA,POPAYÁN (CT),Lunes,14:40:00,MARIA ORIENTE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,1
01/01/2018 12:00:00 AM,CAUCA,POPAYÁN (CT),Lunes,12:10:00,EL POBLADO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,19001000,1
01/01/2018 12:00:00 AM,CAUCA,POPAYÁN (CT),Lunes,5:10:00,MARIA ORIENTE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19001000,1
01/01/2018 12:00:00 AM,CAUCA,PUERTO TEJADA,Lunes,8:15:00,CARLOS ALBERTO GUZMAN,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,19573000,1
01/01/2018 12:00:00 AM,CHOCÓ,EL CARMEN DE ATRATO,Lunes,10:30:00,LA MARIELA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,27245000,1
01/01/2018 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Lunes,4:00:00,MOGAMBITO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23001000,1
01/01/2018 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Lunes,22:40:00,SUCRE,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23001000,1
01/01/2018 12:00:00 AM,CÓRDOBA,SAHAGÚN,Lunes,6:00:00,BOSQUE BARAJI,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,23660000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,1:00:00,SANTA LIBRADA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,5:30:00,LOS TRES REYES - I ETAPA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2:30:00,SAN ANTONIO E-15,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,2:35:00,CENTRO USME E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,7:45:00,LA PRIMAVERA E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,9:25:00,SIERRA MORENA E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,4:07:00,CHUNIZA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,5:13:00,GRAN YOMASA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,3:28:00,LUIS CARLOS GALAN E-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,4:19:00,JUAN REY E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,4:24:00,GUACAMAYAS I-II E-4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,-,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12:17:00,NACIONES UNIDAS E-19,URBANA,CAÑOS,CONTUNDENTES,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,11001000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,FACATATIVÁ,Lunes,5:00:00,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,25269000,1
01/01/2018 12:00:00 AM,CUNDINAMARCA,FACATATIVÁ,Lunes,2:40:00,CARTAGENITA,URBANA,FRENTE A ALMACEN - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,25269000,1
01/01/2018 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Lunes,5:30:00,LOS CEREZOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,44001000,1
01/01/2018 12:00:00 AM,HUILA,ISNOS,Lunes,6:15:00,VEREDA LA VICTORIA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,41359000,1
01/01/2018 12:00:00 AM,MAGDALENA,PLATO,Lunes,9:00:00,7 DE AGOSTO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,CONTUNDENTES,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47555000,1
01/01/2018 12:00:00 AM,MAGDALENA,SANTA MARTA (CT),Lunes,8:45:00,CENTRO HISTORICO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,47001000,1
01/01/2018 12:00:00 AM,NARIÑO,EL TABLÓN DE GÓMEZ,Lunes,7:00:00,CORREGIMIENTO LAS MESAS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,52258000,1
01/01/2018 12:00:00 AM,NARIÑO,PASTO (CT),Lunes,3:40:00,IDEMA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52001000,1
01/01/2018 12:00:00 AM,NARIÑO,PASTO (CT),Lunes,7:10:00,LA CRUZ,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52001000,1
01/01/2018 12:00:00 AM,NARIÑO,PASTO (CT),Lunes,10:10:00,LORENZO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,52001000,1
01/01/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Lunes,5:00:00,EL MORRITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52835000,1
01/01/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Lunes,9:30:00,EXPORTADORA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,52835000,1
01/01/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Lunes,0:40:00,CORREGIMIENTO LLORENTE,RURAL,FRENTE A DISCOTECAS,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,-,PRIMARIA,52835000,1
01/01/2018 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Lunes,5:20:00,CALLE NUEVA CREACION,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,58,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,52835000,1
01/01/2018 12:00:00 AM,NORTE DE SANTANDER,PAMPLONA,Lunes,8:40:00,BARRIO SIMON BOLIVAR,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,54518000,1
01/01/2018 12:00:00 AM,QUINDÍO,MONTENEGRO,Lunes,1:20:00,URIBE URIBE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,63470000,1
01/01/2018 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Lunes,15:00:00,5 DE ENERO,URBANA,CANCHA DE FUTBOL,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,68001000,1
01/01/2018 12:00:00 AM,SANTANDER,FLORIDABLANCA,Lunes,2:00:00,VILLA REAL DEL SUR,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,68276000,1
01/01/2018 12:00:00 AM,SANTANDER,PIEDECUESTA,Lunes,6:00:00,MIRADOR,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,68547000,1
01/01/2018 12:00:00 AM,SUCRE,SANTIAGO DE TOLÚ,Lunes,2:40:00,LOS LAURELES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70820000,1
01/01/2018 12:00:00 AM,SUCRE,SINCELEJO (CT),Lunes,9:30:00,ALTO DEL ROSARIO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70001000,1
01/01/2018 12:00:00 AM,SUCRE,SINCELEJO (CT),Lunes,2:30:00,URB. VILLA ORIETA,URBANA,VIAS PUBLICAS,CUERDA/SOGA/CADENA,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,70001000,1
01/01/2018 12:00:00 AM,VALLE,BUENAVENTURA,Lunes,5:10:00,EL TRIUNFO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO MOTOCICLETA,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76109000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,21:30:00,PIZAMOS II E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,19:30:00,BRETAÑA E9,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,15:30:00,PETECUY II E6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,12:00:00,CALIMIO DESEPAZ E21,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,27,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,17:15:00,EL VERGEL E13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,2:10:00,EL TRONCAL E8,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,6:05:00,LOS LIDERES E21,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,5:10:00,V. MERCEDES I - V. LUZ- LAS GARZAS E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,21:17:00,LA ISLA E4,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,CALI (CT),Lunes,22:24:00,LLANO VERDE E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,76001000,1
01/01/2018 12:00:00 AM,VALLE,LA UNIÓN,Lunes,18:05:00,EL JARDIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,47,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76400000,1
01/01/2018 12:00:00 AM,VALLE,LA VICTORIA,Lunes,19:57:00,FATIMA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,76403000,1
02/01/2018 12:00:00 AM,ANTIOQUIA,BARBOSA,Martes,15:20:00,SAN RAFAEL,URBANA,TIENDA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,5079000,1
02/01/2018 12:00:00 AM,ANTIOQUIA,HISPANIA,Martes,16:48:00,MINA VIEJA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,PRIMARIA,5353000,1
02/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,19:30:00,CORAZON DE JESUS C-10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,36,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,5001000,1
02/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Martes,3:35:00,VILLA TINA C-8,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,5001000,1
02/01/2018 12:00:00 AM,ANTIOQUIA,SALGAR,Martes,7:00:00,LA TARQUI,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,-,SECUNDARIA,5642000,1
